STAR,BMV,DIST,FE,H,J,KS,LOGG,MSTAR,RHOSTAR,RSTAR,TEFF
KOI 1174,,,0.2,10.972,11.607,10.843,4.572,0.717,,0.726,4500
KOI 1175,,,0.1,11.704,12.061,11.617,4.1,1.016,,1.487,5676
KOI 972,,,-0.18,8.765,8.816,8.736,3.488,2.018,,4.24,7221
KOI 974,,,-0.12,8.457,8.661,8.407,4.016,1.174,,1.762,6247
KOI 1051,,,-0.1,13.934,14.221,13.884,4.486,1.05,,0.97,6061
KOI 151,,,-0.32,12.605,12.891,12.554,4.405,1.001,,1.041,6276
KOI 977,,,0,7.63,8.302,7.465,2.012,0.931,,15.76,4283
KOI 1112,,,-0.28,13.18,13.472,13.073,4.451,0.976,,0.973,6085
KOI 984,,,0.12,10.096,10.457,10.016,4.576,0.911,,0.815,5296
KOI 1118,,,-0.14,12.484,12.761,12.43,4.371,0.982,,1.07,5973
KOI 1193,,,-0.52,13.607,14.03,13.532,4.392,0.76,,0.92,5697
KOI 1194,,,-0.5,13.434,14.091,13.378,4.722,0.59,,0.554,4362
KOI 1058,,,-0.46,10.924,11.494,10.675,5.126,0.164,,0.183,3337
KOI 1201,,,-0.22,12.758,13.409,12.611,4.84,0.454,,0.424,3683
KOI 1203,,,0.14,13.867,14.234,13.838,4.477,1.037,,0.974,5779
KOI 989,,,0.02,13.804,14.11,13.859,4.536,0.956,,0.874,5619
KOI 1064,,,-0.06,12.142,12.35,12.087,4.186,1.243,,1.489,6424
KOI 1191,,,-0.06,13.698,14.093,13.695,4.499,0.943,,0.905,5705
KOI 1192,,,-0.04,12.546,12.918,12.472,4.346,0.889,,1.048,5609
KOI 994,,,0.18,12.909,13.284,12.835,4.385,0.861,,0.986,5300
KOI 1066,,,-0.28,13.888,14.295,13.856,4.526,0.869,,0.842,5695
KOI 1127,,,0,14.14,14.438,13.961,4.517,1.016,,0.921,5831
KOI 1198,,,,14.027,14.277,13.957,,,,,
KOI 141,,,0.36,12.052,12.489,11.986,4.514,0.963,,0.899,5340
KOI 1070,,,0.1,13.907,14.3,13.811,4.444,1.053,,1.019,5888
KOI 1206,,,-0.02,12.1,12.439,12.052,4.12,1.004,,1.444,5796
KOI 1075,,,-0.4,11.614,11.831,11.528,3.8,1.23,,2.312,6324
KOI 1140,,,-0.58,11.737,12.124,11.658,3.565,1.325,,3.142,5679
KOI 142,,,0.36,11.517,11.882,11.454,4.521,1.051,,0.932,5575
KOI 1145,,,0,12.723,13.028,12.685,4.38,1.024,,1.082,5944
KOI 944,,,-0.08,13.571,13.963,13.361,4.495,0.819,,0.847,5330
KOI 945,,,-0.2,13.682,13.96,13.629,4.448,1.084,,1.031,6297
KOI 1082,,,0.18,13.758,14.24,13.752,4.49,0.8,,0.843,4999
KOI 130,,,-0.14,11.937,12.183,11.87,3.991,1.14,,1.786,6129
KOI 950,,,-0.3,12.953,13.584,12.753,4.796,0.461,,0.449,3748
KOI 143,,,-0.1,12.607,12.792,12.578,4.31,1.333,,1.333,6968
KOI 1085,,,-0.34,12.384,13.035,12.247,4.753,0.535,,0.509,3975
KOI 1154,,,-0.4,11.61,11.768,11.548,3.967,1.461,,2.079,7226
KOI 1089,,,-0.06,13.243,13.493,13.103,4.351,0.957,,1.081,5822
KOI 1159,,,0.3,13.314,13.843,13.18,4.47,0.834,,0.881,5043
KOI 1029,,,0.04,13.25,13.584,13.205,4.108,1.043,,1.494,5821
KOI 1030,,,0.24,14.088,14.346,13.981,4.347,1.273,,1.252,6320
KOI 1095,,,-0.06,13.865,14.338,13.914,4.551,0.957,,0.859,5681
KOI 1096,,,-0.4,13.041,13.425,12.971,4.597,0.832,,0.76,5606
KOI 958,,,0,10.475,10.982,10.41,4.612,0.781,,0.72,4859
KOI 959,,,0,8.972,9.57,8.695,5.283,0.094,,0.116,2661
KOI 1032,,,0.07,11.681,12.204,11.582,3.755,1.083,,2.283,5009
KOI 1165,,,0,12.342,12.705,12.287,4.498,0.854,,0.863,5357
KOI 1166,,,-0.02,13.96,14.247,13.851,4.47,1.079,,1.001,6063
KOI 1360,,,-0.06,13.583,14.054,13.452,4.602,0.84,,0.755,5142
KOI 1362,,,-0.5,13.538,13.962,13.447,4.608,0.733,,0.704,5310
KOI 1426,,,-0.22,12.785,13.122,12.78,4.46,0.846,,0.897,5618
KOI 1429,,,0.14,13.909,14.328,13.903,4.457,0.981,,0.969,5644
KOI 1239,,,0.16,13.504,13.848,13.517,4.247,0.979,,1.233,5640
KOI 1431,,,0.28,11.888,12.226,11.814,4.515,1.032,,0.931,5597
KOI 1242,,,-0.08,12.525,12.734,12.473,4.447,1.049,,1.016,6102
KOI 1246,,,-0.58,13.407,13.787,13.391,3.523,1.017,,2.892,5248
KOI 1311,,,0.26,12.147,12.429,12.119,3.788,1.468,,2.562,6056
KOI 156,,,-0.2,11.469,12.035,11.366,4.722,0.56,,0.54,3980
KOI 1254,,,0,10.625,11.152,10.55,4.438,1,,1,5780
KOI 1315,,,0.07,11.898,12.13,11.837,4.251,1.115,,1.31,6065
KOI 1316,,,0.4,10.606,10.894,10.562,4.125,1.266,,1.613,5855
KOI 1369,,,0.16,13.398,13.723,13.323,4.144,0.995,,1.4,5611
KOI 1437,,,-0.26,13.781,14.11,13.784,4.456,0.974,,0.967,6052
KOI 1258,,,0,14.16,14.5,13.994,4.538,0.984,,0.884,5717
KOI 1375,,,0.06,12.26,12.495,12.232,4.257,1.09,,1.286,6018
KOI 1261,,,0.14,13.601,13.969,13.524,4.047,1.031,,1.593,5588
KOI 1268,,,0.14,13.407,13.669,13.278,4.224,1.041,,1.306,5798
KOI 1328,,,-0.5,14.014,14.341,13.884,4.61,0.824,,0.737,5611
KOI 1331,,,-0.06,13.07,13.697,12.972,4.633,0.769,,0.688,4805
KOI 1445,,,0.07,11.171,11.406,11.151,4.411,1.213,,1.137,6343
KOI 1448,,,0.48,13.863,14.205,13.717,4.35,1.173,,1.198,5892
KOI 1271,,,0.12,12.424,12.654,12.349,4.16,1.294,,1.567,6309
KOI 1393,,,0.14,12.94,13.623,12.768,4.739,0.555,,0.527,3764
KOI 1276,,,0.16,13.194,13.539,13.067,4.354,0.914,,1.053,5478
KOI 1336,,,-0.12,13.382,13.643,13.283,4.376,1.017,,1.083,6100
KOI 1395,,,0.21,14.23,14.654,14.036,4.557,0.983,,0.865,5477
KOI 1397,,,-0.24,12.59,13.25,12.427,4.764,0.503,,0.487,3821
KOI 1208,,,-0.22,12.388,12.625,12.357,4.397,1.136,,1.118,6487
KOI 1209,,,-0.4,13.453,13.875,13.35,4.548,0.806,,0.791,5587
KOI 1278,,,-0.36,13.718,14.08,13.65,4.455,0.793,,0.872,5600
KOI 1338,,,-0.24,13.04,13.391,13.053,4.427,0.899,,0.96,5823
KOI 1398,,,-0.22,14.144,14.561,14.187,4.526,0.916,,0.864,5774
KOI 1399,,,0.36,13.869,14.339,13.736,4.599,0.884,,0.779,4942
KOI 1215,,,0.04,12.003,12.288,11.966,3.972,1.179,,1.857,5968
KOI 1281,,,-0.18,12.877,13.187,12.831,4.554,0.939,,0.849,5776
KOI 1408,,,-0.16,11.969,12.663,11.809,4.693,0.551,,0.553,3957
KOI 153,,,0.04,11.36,11.886,11.255,4.628,0.768,,0.693,4728
KOI 160,,,-0.44,12.451,12.719,12.385,4.292,0.991,,1.178,6375
KOI 1230,,,-0.22,10.094,10.616,9.989,2.99,1.663,,6.836,5019
KOI 1296,,,-0.16,12.258,12.606,12.182,4.297,0.922,,1.129,5821
KOI 1356,,,,13.659,13.96,13.606,,,,,
KOI 1357,,,0.56,13.702,14.163,13.534,4.446,0.925,,0.953,5209
KOI 1358,,,0.12,13.321,13.842,13.154,4.622,0.799,,0.714,4769
KOI 1420,,,0.04,13.675,14.157,13.489,4.562,0.755,,0.754,4843
KOI 1421,,,0.08,13.747,14.079,13.695,4.445,1.059,,1.021,5923
KOI 1359,,,-0.5,13.65,14.013,13.532,4.527,0.886,,0.85,5986
KOI 1236,,,-0.2,12.509,12.724,12.509,4.045,1.164,,1.697,6366
KOI 1303,,,0.14,13.112,13.575,13.072,4.263,0.911,,1.167,5490
KOI 1602,,,0.16,13.349,13.705,13.302,4.037,1.035,,1.616,5557
KOI 1715,,,-0.22,11.547,11.829,11.475,4.363,0.915,,1.042,5868
KOI 1489,,,0,13.584,14.085,13.521,4.597,0.86,,0.769,5180
KOI 1720,,,0.14,13.886,14.402,13.792,4.547,0.887,,0.831,5243
KOI 1494,,,0.08,13.553,14.118,13.438,4.557,0.734,,0.747,4723
KOI 1612,,,-0.18,7.539,7.784,7.486,4.291,1.016,,1.194,6139
KOI 188,,,0.24,12.931,13.376,12.806,4.527,0.883,,0.848,5167
KOI 1725,,,-0.06,9.979,10.648,9.804,4.843,0.452,,0.422,3609
KOI 1728,,,0,11.185,11.315,11.14,4.221,1.491,,1.568,7238
KOI 1498,,,0.36,14.384,14.676,14.218,4.387,1.27,,1.195,6213
KOI 1499,,,-0.24,12.736,13.154,12.684,4.438,0.782,,0.885,5440
KOI 1563,,,0.04,13.737,14.25,13.702,4.562,0.823,,0.787,5103
KOI 1619,,,-0.34,9.743,10.282,9.593,4.605,0.671,,0.676,4830
KOI 1622,,,0.07,11.296,11.389,11.242,4.075,1.774,,2.022,7732
KOI 1731,,,0.3,13.488,14.024,13.362,4.526,0.776,,0.797,4748
KOI 1733,,,-1.46,13.891,14.325,13.754,4.673,0.591,,0.587,5214
KOI 1627,,,0.16,13.523,14.361,13.477,4.04,1.294,,1.797,6068
KOI 1738,,,0.22,11.586,11.964,11.512,4.541,0.91,,0.847,5251
KOI 1739,,,,13.548,13.909,13.479,,,,,
KOI 1747,,,0.16,13.23,13.57,13.129,4.484,0.974,,0.936,5578
KOI 1630,,,-0.14,13.57,13.957,13.475,4.556,0.936,,0.844,5705
KOI 1639,,,-0.06,12.276,12.519,12.245,4.364,1.092,,1.139,6273
KOI 1764,,,-0.38,13.329,13.776,13.185,4.577,0.677,,0.701,4976
KOI 22,,,0.24,12.126,12.357,12.041,4.313,1.148,,1.237,5972
KOI 1510,,,0,13.898,14.346,13.873,4.618,0.808,,0.718,4932
KOI 182,,,-0.3,12.572,12.895,12.49,4.519,0.929,,0.878,5907
KOI 1573,,,-0.26,12.931,13.231,12.911,4.511,1.003,,0.921,6086
KOI 1646,,,-0.02,12.252,12.755,12.159,4.516,0.76,,0.797,5017
KOI 1754,,,0.14,12,12.302,11.932,4.137,1.24,,1.572,6050
KOI 1574,,,-0.18,13.033,13.389,12.981,3.963,0.969,,1.699,5597
KOI 1576,,,0.2,12.452,12.833,12.321,4.426,0.947,,0.987,5511
KOI 1647,,,-0.12,12.551,12.868,12.517,4.363,0.964,,1.07,5900
KOI 1648,,,0.08,12.628,13.04,12.537,4.441,0.821,,0.903,5229
KOI 1649,,,0.07,11.977,12.643,11.791,4.744,0.573,,0.532,3871
KOI 1758,,,0,14.27,14.65,14.218,4.551,0.953,,0.858,5610
KOI 1761,,,0.07,14.241,14.582,14.193,4.399,1.232,,1.162,6392
KOI 177,,,0,11.702,12.017,11.643,4.382,0.94,,1.034,5706
KOI 183,,,-0.1,12.847,13.142,12.779,4.411,0.859,,0.956,5561
KOI 1656,,,0.16,13.547,13.872,13.565,4.284,1.173,,1.292,6074
KOI 195,,,-0.22,13.23,13.624,13.212,4.473,0.882,,0.903,5720
KOI 1781,,,0.07,10.161,10.641,10.062,4.62,0.822,,0.72,4920
KOI 1581,,,-0.16,13.682,14.164,13.659,4.572,0.877,,0.803,5510
KOI 1582,,,0.18,13.651,14.067,13.639,4.132,0.926,,1.37,5393
KOI 1659,,,0.07,13.854,14.15,13.874,4.365,1.298,,1.238,6572
KOI 1660,,,-0.2,14.145,14.502,14.093,4.532,0.978,,0.887,5926
KOI 1458,,,0.21,14.193,14.63,14.18,4.473,1.133,,1.022,5977
KOI 1527,,,0,13.176,13.575,13.125,4.487,0.863,,0.878,5401
KOI 1665,,,0.21,12.717,12.978,12.665,4.415,1.208,,1.129,6194
KOI 1675,,,-0.3,14.166,14.545,14.071,4.57,0.907,,0.815,5753
KOI 1466,,,0.12,13.949,14.422,13.945,4.536,0.755,,0.776,4810
KOI 191,,,0.02,13.326,13.732,13.25,4.484,0.874,,0.887,5422
KOI 1677,,,,12.789,13.105,12.687,,,,,
KOI 1681,,,-0.14,12.847,13.465,12.58,4.844,0.45,,0.42,3638
KOI 1470,,,0.07,14.101,14.492,14.013,4.509,1.065,,0.951,5900
KOI 1537,,,-0.1,10.563,10.79,10.514,4.049,1.156,,1.684,6212
KOI 1539,,,-0.16,12.914,13.325,12.853,4.33,0.9,,1.074,5767
KOI 1590,,,0.16,13.48,14.036,13.452,4.512,0.781,,0.812,4915
KOI 1591,,,-0.24,13.555,14.034,13.543,4.613,0.828,,0.74,5288
KOI 1685,,,-0.14,13.453,13.741,13.449,4.396,1.162,,1.131,6461
KOI 1473,,,0.32,13.971,14.363,13.779,4.496,1.046,,0.956,5613
KOI 1475,,,-0.2,13.321,14.045,13.2,4.662,0.609,,0.603,4224
KOI 1541,,,0.07,13.845,14.083,13.74,4.399,1.232,,1.162,6392
KOI 1693,,,-0.1,13.261,13.673,13.274,4.533,0.906,,0.853,5596
KOI 1701,,,0.56,10.29,10.365,10.223,3.817,1.852,,2.784,6546
KOI 1476,,,-0.2,13.984,14.473,13.999,4.525,0.824,,0.821,5446
KOI 1477,,,0.07,14.233,14.615,13.996,4.592,0.9,,0.787,5270
KOI 1545,,,-0.28,13.687,14.039,13.605,4.488,1.029,,0.958,6200
KOI 1546,,,0.07,12.951,13.33,12.848,4.541,1.01,,0.893,5713
KOI 1597,,,0.21,11.409,11.583,11.321,4.352,1.334,,1.276,6521
KOI 1702,,,-0.06,12.438,12.99,12.199,4.978,0.26,,0.274,3364
KOI 1704,,,0.04,13.176,13.495,13.127,4.36,0.946,,1.064,5692
KOI 1705,,,-0.04,13.946,14.365,14.019,4.428,1.13,,1.076,6249
KOI 1480,,,0.18,13.946,14.424,13.858,4.515,0.779,,0.808,4883
KOI 1547,,,-0.06,14.157,14.5,14.127,4.46,1.086,,1.018,6137
KOI 179,,,0,12.546,12.823,12.502,4.264,1.129,,1.299,6226
KOI 1599,,,0.06,13.266,13.631,13.238,4.472,1.02,,0.972,5823
KOI 1708,,,0.12,13.273,13.591,13.227,4.076,1.023,,1.534,5640
KOI 1552,,,0.02,13.65,14.254,13.588,4.548,0.734,,0.755,4812
KOI 1958,,,-0.22,13.689,14.021,13.621,4.484,0.968,,0.933,5964
KOI 1892,,,-0.12,13.875,14.191,13.806,4.56,0.937,,0.84,5662
KOI 1962,,,-0.12,9.484,9.752,9.455,4.135,0.995,,1.414,5899
KOI 1964,,,-0.06,9.038,9.398,8.95,4.525,0.914,,0.865,5587
KOI 2037,,,0.48,13.175,13.661,13.016,4.429,0.847,,0.93,5029
KOI 1831,,,0.08,12.337,12.783,12.291,4.53,0.844,,0.826,5191
KOI 1897,,,-0.02,12.588,12.86,12.505,4.382,1.101,,1.122,6214
KOI 1968,,,-0.06,13.689,14.007,13.731,4.417,1.143,,1.095,6310
KOI 1969,,,0.16,13.382,13.677,13.251,4.394,1.008,,1.056,5730
KOI 2039,,,0.16,12.778,13.105,12.656,4.489,0.981,,0.934,5594
KOI 2040,,,0,12.732,13.05,12.66,4.401,0.911,,0.996,5618
KOI 1901,,,0.24,12.024,12.3,12.005,4.065,1.149,,1.647,5818
KOI 1972,,,-0.26,12.401,12.702,12.353,4.148,0.92,,1.34,5855
KOI 214,,,0.44,12.6,12.905,12.47,4.499,1.012,,0.937,5461
KOI 2042,,,0.56,11.837,12.039,11.764,3.209,2.382,,6.354,6234
KOI 2043,,,0.14,12.656,12.963,12.627,4.172,1.058,,1.397,5808
KOI 1906,,,-0.04,13.069,13.44,12.993,4.575,0.9,,0.809,5416
KOI 1974,,,0,13.273,13.643,13.197,4.5,0.868,,0.868,5403
KOI 1842,,,0.1,12.645,13.016,12.577,4.404,0.941,,1.009,5602
KOI 1982,,,0.44,14.032,14.401,14.018,4.499,1.053,,0.957,5568
KOI 2060,,,-0.2,13.127,13.657,12.985,4.579,0.686,,0.704,4786
KOI 1843,,,0.26,11.279,11.951,11.056,4.747,0.555,,0.522,3706
KOI 1845,,,0.56,12.276,12.807,12.19,3.972,0.951,,1.667,4883
KOI 1984,,,0.07,12.373,12.605,12.288,4.432,1.174,,1.09,6232
KOI 1985,,,0,11.723,12.184,11.576,4.605,0.794,,0.734,4931
KOI 2052,,,0.07,14.043,14.246,13.884,4.408,1.213,,1.14,6343
KOI 2056,,,-0.22,13.053,13.369,12.988,4.509,1.008,,0.925,6060
KOI 1856,,,-0.06,12.306,12.743,12.283,4.035,0.898,,1.507,5396
KOI 1857,,,0,12.206,12.573,12.152,4.471,0.941,,0.934,5661
KOI 1917,,,0.1,12.313,12.592,12.259,4.332,1.041,,1.153,5872
KOI 1922,,,,13.843,14.179,13.728,,,,,
KOI 2001,,,-0.16,11.167,11.694,11.124,3.884,0.887,,1.781,5129
KOI 2064,,,-0.12,13.568,13.869,13.527,4.426,1.124,,1.075,6322
KOI 2066,,,0,13.389,13.773,13.371,4.44,0.905,,0.95,5578
KOI 1858,,,0.07,13.163,13.537,13.019,4.432,0.981,,0.997,5733
KOI 1860,,,0.06,12.576,12.874,12.51,4.397,0.949,,1.022,5670
KOI 1924,,,0.16,6.562,6.803,6.491,3.813,1.339,,2.377,5799
KOI 1925,,,0.06,7.838,8.2,7.768,4.497,0.902,,0.888,5455
KOI 1928,,,0,12.225,12.532,12.163,4.411,0.976,,1.019,5798
KOI 1783,,,0.02,12.654,12.917,12.621,4.185,0.996,,1.336,5791
KOI 1784,,,0,12.16,12.482,12.101,4.417,1.034,,1.042,5957
KOI 1861,,,-0.18,12.592,12.863,12.512,4.16,0.933,,1.329,5815
KOI 1863,,,-0.02,12.369,12.593,12.315,4.436,1.122,,1.062,6202
KOI 1864,,,0.12,11.842,12.151,11.75,4.472,0.942,,0.934,5541
KOI 1930,,,-0.08,10.841,11.098,10.756,4.017,1.086,,1.693,5951
KOI 2009,,,0,12.318,12.65,12.251,4.419,0.901,,0.97,5579
KOI 1793,,,-0.24,13.697,14.074,13.775,4.497,1.023,,0.945,6131
KOI 2014,,,-0.04,13.84,14.287,13.783,4.529,0.963,,0.884,5708
KOI 1871,,,0.08,12.636,13.213,12.53,4.641,0.748,,0.675,4580
KOI 1872,,,-0.2,14.043,14.457,14.035,4.585,0.885,,0.79,5518
KOI 1873,,,0.07,14.194,14.463,14.187,4.445,1.161,,1.069,6194
KOI 1934,,,0.12,12.397,12.976,12.269,4.58,0.77,,0.745,4774
KOI 217,,,0.21,13.55,13.927,13.469,4.54,0.997,,0.887,5543
KOI 1803,,,-0.04,11.259,11.728,11.14,4.61,0.783,,0.724,4914
KOI 1940,,,,12.907,13.54,12.821,,,,,
KOI 211,,,0.14,13.624,13.909,13.586,4.244,1.047,,1.28,5822
KOI 1942,,,-0.04,13.556,13.99,13.44,4.592,0.869,,0.778,5251
KOI 1944,,,0.06,12.609,12.911,12.528,4.374,0.984,,1.068,5771
KOI 2023,,,0.1,13.379,13.715,13.244,4.409,0.887,,0.974,5442
KOI 1808,,,-0.06,11.239,11.544,11.264,4.239,1.061,,1.295,6071
KOI 1878,,,0.26,11.753,11.97,11.692,4.301,1.241,,1.3,6183
KOI 1945,,,0.3,12.897,13.243,12.762,4.515,1.031,,0.929,5576
KOI 1946,,,-0.04,12.769,13.155,12.765,4.478,0.967,,0.939,5773
KOI 2025,,,-0.08,12.45,12.718,12.393,4.152,1.111,,1.465,6188
KOI 1816,,,-0.94,13.45,13.957,13.339,4.623,0.628,,0.64,5227
KOI 1884,,,-0.3,13.572,14.013,13.493,4.505,0.739,,0.796,5275
KOI 212,,,-0.24,13.369,13.682,13.335,4.497,1.013,,0.94,6106
KOI 1822,,,0.3,11.103,11.387,11.096,3.999,1.099,,1.737,5504
KOI 1886,,,-0.02,10.947,11.165,10.916,4.049,1.173,,1.695,6157
KOI 1889,,,-0.16,13.718,14.109,13.662,4.555,0.938,,0.846,5741
KOI 2248,,,-0.04,13.628,14.093,13.643,4.555,0.812,,0.787,5167
KOI 2250,,,0.2,13.482,14.011,13.393,4.505,0.79,,0.823,4922
KOI 2339,,,,12.91,13.47,12.814,,,,,
KOI 239,,,0.14,13.272,13.66,13.34,4.282,1.032,,1.216,5794
KOI 2174,,,0,13.106,13.732,12.397,4.641,0.649,,0.637,4245
KOI 2259,,,-0.06,13.627,13.955,13.58,4.399,0.856,,0.967,5516
KOI 2106,,,-0.04,13.582,13.898,13.528,4.528,0.996,,0.899,5806
KOI 2261,,,-0.04,12.261,12.719,12.203,4.5,0.799,,0.832,5211
KOI 2263,,,-0.04,13.08,13.362,13.07,4.428,1.13,,1.076,6249
KOI 2113,,,-0.02,13.958,14.426,13.922,4.576,0.897,,0.806,5376
KOI 2181,,,0.1,12.469,12.918,12.356,3.96,0.929,,1.671,5109
KOI 2351,,,-0.04,13.328,13.695,13.333,4.528,0.996,,0.899,5806
KOI 2352,,,-0.32,9.547,9.721,9.504,3.837,1.198,,2.188,6197
KOI 2115,,,-0.22,14.341,14.741,14.155,4.597,0.824,,0.755,5332
KOI 2117,,,0.28,13.146,13.796,12.996,4.638,0.768,,0.688,4500
KOI 2186,,,0.14,13.525,14.004,13.408,4.481,0.803,,0.853,5062
KOI 2188,,,-0.34,13.833,14.194,13.745,4.496,0.974,,0.923,6106
KOI 2189,,,0,13.114,13.646,13.02,4.515,0.763,,0.799,5009
KOI 2191,,,0.1,11.962,12.656,11.811,4.718,0.581,,0.552,3867
KOI 2358,,,0.24,12.309,12.534,12.264,3.976,1.443,,2.046,6160
KOI 2361,,,0.07,13.612,13.901,13.538,4.476,1.117,,1.012,6063
KOI 2120,,,0.2,11.788,12.267,11.673,4.445,0.832,,0.905,5146
KOI 2123,,,-0.16,12.901,13.216,12.809,4.491,1.018,,0.949,6036
KOI 2369,,,-0.12,14.325,14.753,14.318,4.486,1.048,,0.969,6075
KOI 2370,,,0.02,11.916,12.091,11.805,3.754,1.581,,2.763,6715
KOI 2124,,,-0.2,11.691,12.314,11.579,4.682,0.593,,0.581,4132
KOI 2125,,,-0.2,13.92,14.21,13.83,4.46,1.069,,1.009,6244
KOI 2204,,,-0.36,12.638,12.861,12.577,4.125,1.087,,1.496,6455
KOI 2206,,,-0.02,13.593,13.914,13.543,4.458,0.962,,0.958,5751
KOI 2353,,,0,13.156,13.624,13.081,4.594,0.873,,0.777,5230
KOI 2354,,,-0.26,13.042,13.339,12.949,4.511,1.003,,0.921,6086
KOI 2357,,,0.16,14.062,14.415,13.934,4.077,1.017,,1.53,5583
KOI 2130,,,0.06,12.937,13.594,12.776,4.674,0.593,,0.587,3967
KOI 2132,,,0.2,12.772,13.183,12.661,4.303,0.893,,1.104,5390
KOI 2133,,,0.3,10.235,10.79,10.136,2.936,1.218,,6.221,4604
KOI 2288,,,-0.36,13.551,14.03,13.47,4.522,0.721,,0.771,5250
KOI 2290,,,-0.24,12.555,13.042,12.527,4.628,0.786,,0.706,5051
KOI 2291,,,0.16,13.383,13.845,13.33,4.459,0.878,,0.915,5316
KOI 2363,,,-0.54,12.424,12.913,12.35,4.556,0.684,,0.722,5242
KOI 2367,,,0.38,11.359,11.588,11.29,4.227,1.286,,1.446,6164
KOI 2216,,,-0.34,13.568,13.953,13.49,4.425,0.773,,0.892,5530
KOI 2217,,,0.1,13.359,13.826,13.285,4.572,0.912,,0.819,5329
KOI 2293,,,0.16,13.097,13.475,13.04,4.526,0.972,,0.891,5523
KOI 2294,,,0,13.415,13.728,13.329,4.236,0.968,,1.242,5765
KOI 2295,,,-0.22,9.751,10.094,9.681,4.549,0.822,,0.797,5425
KOI 2373,,,0,13.133,13.476,13.053,4.365,0.939,,1.054,5708
KOI 2219,,,0.04,12.156,12.662,12.16,4.618,0.807,,0.716,4901
KOI 2297,,,-0.08,12.903,13.199,12.829,4.343,1.021,,1.129,6047
KOI 2298,,,-1.42,11.826,12.323,11.735,4.726,0.534,,0.525,4729
KOI 2299,,,0.21,13.856,14.172,13.842,4.447,1.173,,1.071,6090
KOI 2222,,,0.07,11.948,12.049,11.909,3.365,2.607,,5.555,7818
KOI 2305,,,0.07,14.107,14.485,14.149,4.52,1.047,,0.931,5841
KOI 2307,,,0.14,13.103,13.54,13.038,4.519,0.887,,0.858,5290
KOI 221,,,0.18,12.859,13.314,12.81,4.314,0.888,,1.087,5392
KOI 2076,,,0.07,13.914,14.2,13.891,4.476,1.117,,1.012,6063
KOI 2150,,,-0.06,13.725,14.015,13.611,4.506,1.028,,0.938,5942
KOI 2224,,,-0.14,13.412,13.739,13.301,4.54,0.97,,0.876,5830
KOI 2226,,,0.07,13.5,13.931,13.418,4.495,0.896,,0.887,5427
KOI 2310,,,0.14,13.182,13.469,13.058,4.521,0.946,,0.884,5475
KOI 2311,,,,11.039,11.386,10.981,,,,,
KOI 2312,,,-0.42,11.353,11.603,11.321,3.8,1.166,,2.251,6146
KOI 2081,,,0.02,11.419,11.892,11.341,3.617,1.501,,3.152,5295
KOI 2082,,,0,12.783,13.055,12.686,4.175,1.02,,1.367,5866
KOI 2154,,,0,14.22,14.636,14.237,4.517,1.016,,0.921,5831
KOI 227,,,-0.02,11.605,12.28,11.493,4.784,0.49,,0.47,3745
KOI 2229,,,-0.08,14.077,14.429,14.087,4.471,0.882,,0.904,5570
KOI 2232,,,0.16,13.689,14.041,13.57,4.389,0.921,,1.016,5492
KOI 2315,,,-0.32,13.661,14.183,13.573,4.633,0.782,,0.702,5165
KOI 2083,,,-0.06,12.054,12.38,12.006,4.29,0.985,,1.177,5887
KOI 2084,,,0.32,13.212,13.679,13.132,4.378,0.878,,1.005,5229
KOI 2158,,,0.08,11.387,11.78,11.279,3.764,1.33,,2.506,5343
KOI 2159,,,0.04,12.006,12.32,11.982,4.343,0.955,,1.091,5716
KOI 2160,,,,13.31,13.694,13.243,,,,,
KOI 2237,,,0.16,13.617,14.02,13.606,4.263,0.946,,1.19,5561
KOI 232,,,-0.16,12.887,13.173,12.826,4.284,0.995,,1.191,6038
KOI 2319,,,0.06,12.121,12.367,12.079,4.363,1.068,,1.126,6000
KOI 2321,,,0.2,13.392,13.631,13.409,4.424,1.135,,1.081,6002
KOI 2323,,,,13.507,14.037,13.431,,,,,
KOI 2324,,,0,12.698,15.576,14.532,4.438,1,,1,5780
KOI 2091,,,-0.06,13.877,14.401,13.877,4.597,0.85,,0.764,5191
KOI 2241,,,0.1,13.847,14.108,13.719,4.417,1.162,,1.103,6174
KOI 2325,,,0.14,12.402,12.891,12.348,4.501,0.828,,0.847,5123
KOI 2329,,,-0.28,12.84,13.491,12.674,4.755,0.49,,0.486,3821
KOI 2093,,,-1.52,13.936,14.305,13.997,2.435,0.763,,8.769,5096
KOI 2094,,,0.18,13.148,13.596,13.07,4.366,0.869,,1.013,5330
KOI 2167,,,-0.38,13.804,14.173,13.783,4.406,0.975,,1.025,6240
KOI 2169,,,0.1,10.735,11.137,10.662,4.563,0.944,,0.842,5450
KOI 2332,,,0.08,11.261,11.669,11.171,4.105,0.915,,1.404,5423
KOI 2096,,,0.02,13.248,13.718,13.031,4.503,0.773,,0.816,5052
KOI 2172,,,-0.06,13.481,13.828,13.405,4.426,0.936,,0.981,5738
KOI 2554,,,-1.1,13.159,13.729,13.038,4.732,0.513,,0.511,4405
KOI 253,,,0.48,12.399,13.089,12.29,4.681,0.581,,0.576,3757
KOI 2636,,,0.06,10.775,10.986,10.666,4.469,1.03,,0.979,5854
KOI 2410,,,,13.673,14.017,13.549,,,,,
KOI 2411,,,-0.26,13.844,14.189,13.836,4.437,0.922,,0.961,5903
